region_id	chr	start	stop	pvalue	FDRp	dm_type	adj_diff_meth	meth_diff	abs_diff	case_mean	ctrl_mean	prom	exon	intron	intergenic	gene.overlap.GeneID	promoter.GeneID	dist.to.TSS	tss.GeneID	gene.overlap.gene.name	gene.overlap.source.of.gene.name	gene.overlap.gene.type	gene.overlap.gene.description	gene.overlap.Ensembl.family.description	promoter.gene.name	promoter.source.of.gene.name	promoter.gene.type	promoter.gene.description	promoter.Ensembl.family.description	tss.gene.name	tss.source.of.gene.name	tss.gene.type	tss.gene.description	tss.Ensembl.family.description
1_157289001_157290000	1	157289001	157290000	0.000351386279646578	0.017312466740606	hypo	-12.9280821917808	-13.0139915161467	12.9280821917808	81.7228505891165	94.7368421052632	0	1	1	0	ENSG00000286073	NA	8288	NA	AL138900.2	havana	unprocessed_pseudogene	SLAM family member 5-like pseudogene		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_158289001_158290000	1	158289001	158290000	0.000132699776146809	0.00782827750899657	hyper	16.55051415761	16.7472871461394	16.55051415761	78.9928193916716	62.2455322455322	1	1	0	0	ENSG00000158481	ENSG00000158481	0	NA	CD1C	ensembl_havana	protein_coding	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	CLASS I HISTOCOMPATIBILITY ANTIGEN ALPHA CHAIN PRECURSOR	CD1C	ensembl_havana	protein_coding	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	CLASS I HISTOCOMPATIBILITY ANTIGEN ALPHA CHAIN PRECURSOR	NA	NA	NA	NA	NA
1_158936001_158937000	1	158936001	158937000	0	0	hypo	-12.6262626262626	-11.5312941535877	12.6262626262626	88.4687058464123	100	0	1	1	0	ENSG00000163564	NA	4436	NA	PYHIN1	ensembl_havana	protein_coding	pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]	INTERFERON IFI INTERFERON INDUCIBLE|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_159073001_159074000	1	159073001	159074000	3.02484067460331e-06	0.000346165921964211	hyper	10.7624552711258	7.6872755528441	10.7624552711258	82.5194703850389	74.8321948321948	1	1	1	0	ENSG00000163568	ENSG00000163568	0	NA	AIM2	ensembl_havana	protein_coding	absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]	INTERFERON IFI INTERFERON INDUCIBLE|	AIM2	ensembl_havana	protein_coding	absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]	INTERFERON IFI INTERFERON INDUCIBLE|	NA	NA	NA	NA	NA
1_159492001_159493000	1	159492001	159493000	2.11448621907047e-06	0.000257765574268498	hypo	-12.3245060949979	-10.1041047732224	12.3245060949979	83.6458952267776	93.75	0	0	0	1	NA	NA	-22935	ENSG00000228560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL513323.1	havana	lncRNA	novel transcript	
1_15952001_15953000	1	15952001	15953000	6.46196245614115e-06	0.000652652583257005	hyper	10.2272727272727	11.4369657017353	10.2272727272727	11.4369657017353	0	1	1	1	0	ENSG00000116809	ENSG00000116809	0	NA	ZBTB17	ensembl_havana	protein_coding	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	ZINC FINGER AND BTB DOMAIN CONTAINING 17 ZINC FINGER 151 ZINC FINGER|	ZBTB17	ensembl_havana	protein_coding	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	ZINC FINGER AND BTB DOMAIN CONTAINING 17 ZINC FINGER 151 ZINC FINGER|	NA	NA	NA	NA	NA
1_15972001_15973000	1	15972001	15973000	0.000453579261292794	0.021360589825598	hypo	-10.129176980198	-10.0991656352464	10.129176980198	87.9400500510282	98.0392156862745	0	0	1	0	ENSG00000116809	NA	2372	NA	ZBTB17	ensembl_havana	protein_coding	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	ZINC FINGER AND BTB DOMAIN CONTAINING 17 ZINC FINGER 151 ZINC FINGER|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_159801001_159802000	1	159801001	159802000	6.16799078125811e-05	0.00417557669676626	hypo	-24.0825688073395	-21.8976392660603	24.0825688073395	76.7865712602555	98.6842105263158	1	0	1	0	ENSG00000181036	ENSG00000181036	-360	NA	FCRL6	ensembl_havana	protein_coding	Fc receptor like 6 [Source:HGNC Symbol;Acc:HGNC:31910]	|AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR PRECURSOR IGG FC RECEPTOR	FCRL6	ensembl_havana	protein_coding	Fc receptor like 6 [Source:HGNC Symbol;Acc:HGNC:31910]	|AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR PRECURSOR IGG FC RECEPTOR	NA	NA	NA	NA	NA
1_16019001_16020000	1	16019001	16020000	1.74746472800522e-05	0.00148763435971883	hypo	-23.8095238095238	-24.015231092437	23.8095238095238	74.1990546218487	98.2142857142857	1	1	1	0	ENSG00000173641	ENSG00000173641	0	NA	HSPB7	ensembl_havana	protein_coding	heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]	HEAT SHOCK BETA 7 HSPB7 CARDIOVASCULAR HEAT SHOCK CVHSP|	HSPB7	ensembl_havana	protein_coding	heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]	HEAT SHOCK BETA 7 HSPB7 CARDIOVASCULAR HEAT SHOCK CVHSP|	NA	NA	NA	NA	NA
1_160559001_160560000	1	160559001	160560000	1.87262382500323e-09	5.35965116326137e-07	hypo	-15.25950668037	-18.4495795674454	15.25950668037	69.8167894801737	88.2663690476191	0	0	1	0	ENSG00000066294	NA	-7593	NA	CD84	ensembl_havana	protein_coding	CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]	SLAM FAMILY MEMBER ANTIGEN|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_161121001_161122000	1	161121001	161122000	1.4346075401658e-17	6.7455736621917e-15	hyper	14.3694782298641	10.5978127193059	14.3694782298641	14.1805791592152	3.5827664399093	1	1	1	0	ENSG00000158793	ENSG00000143256	-307	NA	NIT1	ensembl_havana	protein_coding	nitrilase 1 [Source:HGNC Symbol;Acc:HGNC:7828]	|DEAMINATED GLUTATHIONE AMIDASE DGSH AMIDASE EC_3.5.1.128 NITRILASE HOMOLOG 1	PFDN2	ensembl_havana	protein_coding	prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]	|PREFOLDIN SUBUNIT 2	NA	NA	NA	NA	NA
1_161984001_161985000	1	161984001	161985000	3.53289207328061e-192	4.84071756381075e-189	hypo	-10.7438016528926	-10.8315295815296	10.7438016528926	89.1684704184704	100	1	1	1	0	ENSG00000162745	ENSG00000162745	-56	NA	OLFML2B	ensembl_havana	protein_coding	olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]	OLFACTOMEDIN  2B PRECURSOR	OLFML2B	ensembl_havana	protein_coding	olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]	OLFACTOMEDIN  2B PRECURSOR	NA	NA	NA	NA	NA
1_16582001_16583000	1	16582001	16583000	0.000103204969425242	0.00638961357526618	hypo	-25.3211736716891	-29.7374800006379	25.3211736716891	59.1097984519037	88.8472784525416	0	1	1	0	ENSG00000219481	NA	20050	NA	NBPF1	ensembl_havana	protein_coding	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]	NEUROBLASTOMA BREAKPOINT FAMILY MEMBER|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_16601001_16602000	1	16601001	16602000	6.56051475849275e-20	3.15834027747846e-17	hyper	12.7929974556538	12.1825014566175	12.7929974556538	57.7379449988903	45.5554435422728	0	1	1	0	ENSG00000219481	NA	1050	NA	NBPF1	ensembl_havana	protein_coding	NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]	NEUROBLASTOMA BREAKPOINT FAMILY MEMBER|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_169869001_169870000	1	169869001	169870000	4.84408389808818e-50	2.9161866585765e-47	hypo	-14.5378015217743	-11.1420153345619	14.5378015217743	78.7799467613132	89.9219620958751	0	1	1	0	ENSG00000000457	NA	9248	NA	SCYL3	ensembl_havana	protein_coding	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	ASSOCIATING WITH THE CARBOXYL TERMINAL DOMAIN OF EZRIN EZRIN BINDING PACE 1 SCY1  3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_17155001_17156000	1	17155001	17156000	7.11829683573252e-11	2.46907054195303e-08	hypo	-10.9219858156028	-27.6112368024133	10.9219858156028	22.5490196078431	50.1602564102564	0	0	0	1	NA	NA	-33783	ENSG00000204362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LINC02783	havana	lncRNA	long intergenic non-protein coding RNA 2783 [Source:HGNC Symbol;Acc:HGNC:54303]	
1_174970001_174971000	1	174970001	174971000	0.000162531743902845	0.00922346325018071	hypo	-12.5513528828446	-12.7123631347403	12.5513528828446	82.465825531584	95.1781886663243	0	0	1	0	ENSG00000152061	NA	-5029	NA	RABGAP1L	ensembl_havana	protein_coding	RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]	RAB GTPASE ACTIVATING 1|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_186449001_186450000	1	186449001	186450000	0.000755970681375834	0.0321060642353573	hyper	25.8063859083095	21.5713713677885	25.8063859083095	96.4478585627875	74.876487194999	1	1	1	0	ENSG00000116703	ENSG00000116703	-279	NA	PDC	ensembl_havana	protein_coding	phosducin [Source:HGNC Symbol;Acc:HGNC:8759]	PHOSDUCIN PHD 33 KDA PHOTOTRANSDUCING	PDC	ensembl_havana	protein_coding	phosducin [Source:HGNC Symbol;Acc:HGNC:8759]	PHOSDUCIN PHD 33 KDA PHOTOTRANSDUCING	NA	NA	NA	NA	NA
1_192531001_192532000	1	192531001	192532000	4.22424562280341e-06	0.000459299117158608	hypo	-11.7656500802568	-6.75658978166166	11.7656500802568	71.2199373676596	77.9765271493213	0	0	1	0	ENSG00000236069	NA	1425	NA	AL136987.1	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_193763001_193764000	1	193763001	193764000	7.62788982284277e-15	3.37198386152532e-12	hypo	-17.2113118617439	-22.9613697705803	17.2113118617439	5.12820512820513	28.0895748987854	0	0	1	0	ENSG00000227240	NA	-5736	NA	AL136456.1	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_200855001_200856000	1	200855001	200856000	2.50413686430976e-05	0.00200021152207465	hypo	-11.0507246376812	-11.7748015873016	11.0507246376812	86.6626984126984	98.4375	1	0	1	0	ENSG00000118200	ENSG00000118200	-94	NA	CAMSAP2	ensembl_havana	protein_coding	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	CALMODULIN REGULATED SPECTRIN ASSOCIATED|	CAMSAP2	ensembl_havana	protein_coding	calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188]	CALMODULIN REGULATED SPECTRIN ASSOCIATED|	NA	NA	NA	NA	NA
1_201770001_201771000	1	201770001	201771000	0.000187760567706686	0.0104093674968563	hypo	-16.8954307386672	-15.9935587206706	16.8954307386672	63.7362887738828	79.7298474945534	0	0	1	0	ENSG00000134369	NA	-9523	NA	NAV1	ensembl_havana	protein_coding	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	NEURON NAVIGATOR 1 PORE MEMBRANE AND/OR FILAMENT INTERACTING  3||UNCHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_203526001_203527000	1	203526001	203527000	1.32763514514149e-05	0.00119329927555785	hypo	-15.1296477495108	-15.5378790368438	15.1296477495108	81.5432497109516	97.0811287477954	0	0	0	1	NA	NA	30034	ENSG00000188770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OPTC	ensembl_havana	protein_coding	opticin [Source:HGNC Symbol;Acc:HGNC:8158]	LEUCINE RICH REPEAT AND WD REPEAT CONTAINING 1 ORC ASSOCIATED ORCA ORIGIN RECOGNITION COMPLEX ASSOCIATED
1_204990001_204991000	1	204990001	204991000	0.000874171787451914	0.0359805400475875	hypo	-10.433946387787	-4.70258445258445	10.433946387787	75.707671957672	80.4102564102564	0	1	1	0	ENSG00000163531	NA	1340	NA	NFASC	ensembl_havana	protein_coding	neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]	|NEUROFASCIN PRECURSOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_206724001_206725000	1	206724001	206725000	5.83511230905825e-05	0.00398497111731673	hyper	15.447861491027	12.4809419381788	15.447861491027	14.0434419381788	1.5625	0	0	1	0	ENSG00000162889	NA	-3934	NA	MAPKAPK2	ensembl_havana	protein_coding	MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	MAP KINASE ACTIVATED KINASE 2 MAPK ACTIVATED KINASE 2 MAPKAP KINASE 2 MAPKAP K2 MAPKAPK 2 MK 2 MK2 EC_2.7.11.1|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_207660001_207661000	1	207660001	207661000	6.64489251374124e-06	0.000668709387497008	hyper	15.0758251561106	0.551619433198383	15.0758251561106	67.9554655870445	67.4038461538462	0	0	1	0	ENSG00000197721	NA	1550	NA	CR1L	ensembl_havana	protein_coding	complement C3b/C4b receptor 1 like [Source:HGNC Symbol;Acc:HGNC:2335]	|COMPLEMENT COMPONENT RECEPTOR 1  PRECURSOR COMPLEMENT C4B BINDING CR 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_212630001_212631000	1	212630001	212631000	1.55734119817717e-06	0.000199906759457917	hypo	-20.7892118783815	-24.828849989642	20.7892118783815	21.8204278374309	46.6492778270729	0	0	0	1	NA	NA	-3232	ENSG00000235862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL590648.2	havana	lncRNA	novel transcript	
1_221760001_221761000	1	221760001	221761000	1.74286151582796e-08	4.18153903796887e-06	hypo	-13.8227780018825	-14.7174560332455	13.8227780018825	83.744082428293	98.4615384615385	0	0	0	1	NA	NA	-17914	ENSG00000143507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DUSP10	ensembl_havana	protein_coding	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]	DUAL SPECIFICITY PHOSPHATASE 10 EC_3.1.3.16 EC_3.1.3.- 48 MITOGEN ACTIVATED KINASE PHOSPHATASE 5 MAP KINASE PHOSPHATASE 5 MKP 5|
1_224746001_224747000	1	224746001	224747000	3.21519864679962e-07	5.36121980966982e-05	hypo	-17.1245730585895	-9.6044091036187	17.1245730585895	62.3234088411484	71.9278179447671	0	0	0	1	NA	NA	-15341	ENSG00000229400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CNIH3-AS1	havana	lncRNA	CNIH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41163]	
1_226709001_226710000	1	226709001	226710000	3.18994061168496e-05	0.00244544077611376	hyper	14.3295236218533	13.7334135344746	14.3295236218533	79.0370626174771	65.3036490830025	0	0	1	0	ENSG00000143772	NA	27459	NA	ITPKB	ensembl_havana	protein_coding	inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]	INOSITOL TRISPHOSPHATE 3 KINASE B EC_2.7.1.127 INOSITOL 1 4 5 TRISPHOSPHATE 3 KINASE B IP3 3 KINASE B IP3K B INSP 3 KINASE B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_228765001_228766000	1	228765001	228766000	0.00018465257228649	0.0102784614093096	hypo	-15.0930752047654	-13.8953339919741	15.0930752047654	78.7482066778824	92.6435406698565	0	0	0	1	NA	NA	-10312	ENSG00000271475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL078624.2	havana	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 2 (EEF1A2) pseudogene	
1_229186001_229187000	1	229186001	229187000	2.69923320814938e-07	4.61523154710854e-05	hypo	-11.786596616318	-12.4850185528757	11.786596616318	86.7149814471243	99.2	1	0	1	0	ENSG00000236975	ENSG00000236975	-1908	NA	LINC02814	havana	lncRNA	long intergenic non-protein coding RNA 2814 [Source:HGNC Symbol;Acc:HGNC:54346]		LINC02814	havana	lncRNA	long intergenic non-protein coding RNA 2814 [Source:HGNC Symbol;Acc:HGNC:54346]		NA	NA	NA	NA	NA
1_230177001_230178000	1	230177001	230178000	0.000647668989677222	0.0283822423202821	hypo	-10.0979155403376	-8.59492018478193	10.0979155403376	90.293968704107	98.8888888888889	0	0	1	0	ENSG00000143641	NA	-77358	NA	GALNT2	ensembl_havana	protein_coding	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]	|POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 EC_2.4.1.41 POLYPEPTIDE GALNAC TRANSFERASE 2 GALNAC T2 PP GANTASE 2 UDP ACETYLGALACTOSAMINYLTRANSFERASE 2 UDP GALNAC:POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 [CONTAINS POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 SOLUBLE FORM]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_230271001_230272000	1	230271001	230272000	7.31829478419131e-05	0.00480327732407286	hypo	-10.9044547772611	-11.4337857669881	10.9044547772611	86.1108570901548	97.5446428571429	0	1	1	0	ENSG00000143641	NA	101	NA	GALNT2	ensembl_havana	protein_coding	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]	|POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 EC_2.4.1.41 POLYPEPTIDE GALNAC TRANSFERASE 2 GALNAC T2 PP GANTASE 2 UDP ACETYLGALACTOSAMINYLTRANSFERASE 2 UDP GALNAC:POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 [CONTAINS POLYPEPTIDE N ACETYLGALACTOSAMINYLTRANSFERASE 2 SOLUBLE FORM]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_231193001_231194000	1	231193001	231194000	9.9744991670644e-12	3.73810404366081e-09	hyper	13.9217671584774	9.64026527277395	13.9217671584774	79.2738115132834	69.6335462405095	0	0	1	0	ENSG00000119283	NA	-5376	NA	TRIM67	ensembl_havana	protein_coding	tripartite motif containing 67 [Source:HGNC Symbol;Acc:HGNC:31859]	E3 UBIQUITIN LIGASE TRIM9 EC_2.3.2.27 RING TYPE E3 UBIQUITIN TRANSFERASE TRIM9 TRIPARTITE MOTIF CONTAINING 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_231818001_231819000	1	231818001	231819000	2.72163920233428e-11	9.83463351429648e-09	hyper	15.4575530586767	16.7354549000495	15.4575530586767	93.8525758267386	77.117120926689	1	1	1	0	ENSG00000162946	ENSG00000162946	0	NA	DISC1	ensembl_havana	protein_coding	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	DISRUPTED IN SCHIZOPHRENIA 1|	DISC1	ensembl_havana	protein_coding	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	DISRUPTED IN SCHIZOPHRENIA 1|	NA	NA	NA	NA	NA
1_232561001_232562000	1	232561001	232562000	9.3889921995776e-07	0.000130476829598269	hypo	-12.842509603073	-11.0117140610879	12.842509603073	85.0915248053088	96.1032388663968	1	1	1	0	ENSG00000116991	ENSG00000116991	0	NA	SIPA1L2	ensembl_havana	protein_coding	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	SIGNAL INDUCED PROLIFERATION ASSOCIATED 1  2 SIPA1  2|	SIPA1L2	ensembl_havana	protein_coding	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	SIGNAL INDUCED PROLIFERATION ASSOCIATED 1  2 SIPA1  2|	NA	NA	NA	NA	NA
1_233443001_233444000	1	233443001	233444000	7.9146424972619e-07	0.000113962948608577	hypo	-17.8169393993886	-11.0148572994558	17.8169393993886	5.92334494773519	16.938202247191	0	0	0	1	NA	NA	4782	ENSG00000252501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNU4-77P	ensembl	snRNA	RNA, U4 small nuclear 77, pseudogene [Source:HGNC Symbol;Acc:HGNC:47013]	
1_234356001_234357000	1	234356001	234357000	7.55624068707436e-07	0.000109794280167643	hyper	22.7645697454239	26.216966608271	22.7645697454239	34.7090301003344	8.49206349206349	1	1	0	0	ENSG00000235605	ENSG00000236358	-6	NA	AL355472.1	havana	processed_pseudogene	ribosomal protein S15 (RPS15) pseudogene		AL355472.2	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA
1_234870001_234871000	1	234870001	234871000	1.44944370125939e-33	8.00926088726384e-31	hypo	-16.4750957854406	-13.6261477907819	16.4750957854406	80.8553336906995	94.4814814814815	0	0	1	0	ENSG00000286263	NA	32028	NA	AL391832.4	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
